Code,Name,NameWoDiacritics,Function,Longitude,Latitude
FISSI,Särkisalmi,Sarkisalmi,123-----,29.483333333333334,61.6
FIMER,Sastmola (Merikarvia),Sastmola (Merikarvia),1-------,21.5,61.85
FIFAA,Sauvo,Sauvo,-----6--,22.7,60.35
FISVL,Savonlinna (Nyslott),Savonlinna (Nyslott),1234----,28.9,61.86666666666667
FISIP,Sibbo (Sipoo),Sibbo (Sipoo),1-------,25.266666666666666,60.36666666666667
FISII,Siilinjärvi,Siilinjarvi,123-----,27.666666666666668,63.083333333333336
FISLY,Siltakylä (Broby),Siltakyla (Broby),1-3-----,26.75,60.5
FISIP,Sipoo (Sibbo),Sipoo (Sibbo),1-------,25.266666666666666,60.36666666666667
FISNI,Siuntio,Siuntio,-23--6--,24.2,60.18333333333333
FISKI,Skinnarvik,Skinnarvik,1-3-----,22.466666666666665,60.13333333333333
FISKV,Sköldvik (Kilpilahti),Skoldvik (Kilpilahti),1-------,25.55,60.3
FIPOH,Skuru (Pohjankuru),Skuru (Pohjankuru),1-------,23.55,60.11666666666667
FISKU,Skutviken,Skutviken,1-------,23.383333333333333,59.93333333333333
FISNA,Snappertuna,Snappertuna,1-3-----,23.65,60.0
FISSK,Sorsakoski,Sorsakoski,-----6--,27.65,62.45
FIRUO,Strömfors (Ruotsinpyhtää),Stromfors (Ruotsinpyhtaa),1-------,26.45,60.53333333333333
FISVK,Sulkava,Sulkava,1----6--,25.2,60.75
FISMA,Summa,Summa,1-3-----,27.116666666666667,60.53333333333333
FISUL,Sunila,Sunila,1-------,26.95,60.483333333333334
FISBG,Suomenlinna (Sveaborg),Suomenlinna (Sveaborg),1-------,24.983333333333334,60.13333333333333
FISBG,Sveaborg (Suomenlinna),Sveaborg (Suomenlinna),1-------,24.983333333333334,60.13333333333333
FIDLS,Taalintehdas (Dalsbruk),Taalintehdas (Dalsbruk),1-------,22.516666666666666,60.016666666666666
FITHK,Tahkoluoto,Tahkoluoto,1-------,21.416666666666668,61.63333333333333
FITVS,Taivassalo (Tövsala),Taivassalo (Tovsala),1-------,21.6,60.56666666666667
FITMP,Tammerfors (Tampere),Tammerfors (Tampere),12-4---B,23.75,61.5
FITAI,Tammisaari (Ekenäs),Tammisaari (Ekenas),1-------,23.433333333333334,59.96666666666667
FITMP,Tampere (Tammerfors),Tampere (Tammerfors),12-4---B,23.75,61.5
FITNL,Tenala,Tenala,-----6--,23.3,60.06666666666667
FITTL,Terttila,Terttila,-----6--,23.55,60.55
FITSD,Tervsund,Tervsund,1-------,22.316666666666666,60.25
FITJO,Tessjö (Tesjoki),Tessjo (Tesjoki),1-------,26.316666666666666,60.46666666666667
FITES,Tessvär,Tessvar,1-3-----,22.9,60.05
FITKK,Tikkakoski,Tikkakoski,--3--6--,25.633333333333333,62.4
FITOJ,Töjby,Tojby,1-3-----,21.166666666666668,62.65
FITOK,Tolkis (Tolkkinen),Tolkis (Tolkkinen),1-------,25.583333333333332,60.333333333333336
FITOK,Tolkkinen (Tolkis),Tolkkinen (Tolkis),1-------,25.583333333333332,60.333333333333336
FITOR,Torneå (Tornio),Tornea (Tornio),1-------,24.183333333333334,65.85
FITOR,Tornio (Torneå),Tornio (Tornea),1-------,24.183333333333334,65.85
FITOT,Tottesund,Tottesund,1-------,22.05,63.233333333333334
FITVS,Tövsala (Taivassalo),Tovsala (Taivassalo),1-------,21.6,60.56666666666667
FITKU,Turku (Åbo),Turku (Abo),1-34----,22.283333333333335,60.45
FIFAL,Turtola,Turtola,-----6--,23.983333333333334,66.65
FITUR,Tuuri,Tuuri,-----6--,23.75,62.6
FITVA,Tvärminne,Tvarminne,1-3-----,23.183333333333334,59.833333333333336
FIUIM,Uimaharju,Uimaharju,123-----,30.233333333333334,62.9
FIOUL,Uleåborg (Oulu),Uleaborg (Oulu),1234----,25.466666666666665,65.01666666666667
FIULV,Ulvila,Ulvila,123-----,21.883333333333333,61.43333333333333
FIUSK,Uskila,Uskila,1-3-----,24.25,61.233333333333334
FIUKP,Uusikaarlepyy (Nykarleby),Uusikaarlepyy (Nykarleby),1-------,22.533333333333335,63.53333333333333
FIUKI,Uusikaupunki (Nystad),Uusikaupunki (Nystad),1-------,21.416666666666668,60.8
FIUPK,Uusikylä,Uusikyla,-23456--,30.616666666666667,62.18333333333333
FIVAA,Vaasa (Vasa),Vaasa (Vasa),1-34----,21.6,63.1
FIVNA,Vanhalinna,Vanhalinna,-23--6--,22.366666666666667,60.46666666666667
FIVJK,Varjakka,Varjakka,1-------,25.133333333333333,64.9
FIVRK,Varkaus,Varkaus,1234---B,27.9,62.31666666666667
FIFAK,Varpaisjärvi,Varpaisjarvi,-----6--,27.75,63.36666666666667
FIVIR,Varpuniemi (Kello),Varpuniemi (Kello),1-3-----,28.4,64.08333333333333
FIVAR,Vartsala,Vartsala,1-3-----,23.0,60.333333333333336
FIVLS,Värtsilä,Vartsila,-----6--,30.6,62.2
FIVAA,Vasa (Vaasa),Vasa (Vaasa),1-34----,21.6,63.1
FIWAS,Vasklot (Vaskiluoto),Vasklot (Vaskiluoto),1-3-----,21.566666666666666,63.1
FIVTF,Västanfjärd,Vastanfjard,1-3-----,22.65,60.05
FIVEI,Veitsiluoto,Veitsiluoto,1-------,24.633333333333333,65.68333333333334
FIVEL,Velkua,Velkua,1-------,21.666666666666668,60.46666666666667
FIVAS,Vestlax,Vestlax,1-3-----,22.766666666666666,60.083333333333336
FIVIE,Vieremä,Vierema,-----6--,27.016666666666666,63.75
FILPP,Villmanstrand (Lappeenranta),Villmanstrand (Lappeenranta),1234---B,28.183333333333334,61.05
FIFAJ,Vimpeli,Vimpeli,-----6--,23.8,63.15
FIVRA,Virrat (Virdois),Virrat (Virdois),123-----,23.75,62.233333333333334
FIVUO,Vuokatti,Vuokatti,-23--6--,28.25,64.11666666666666
FIVKT,Vuoksen Terminal,Vuoksen Terminal,123-----,28.816666666666666,61.21666666666667
FIVSS,Vuosaari (Nordsjö),Vuosaari (Nordsjo),1-------,25.183333333333334,60.21666666666667
FIYJA,Ylöjärvi,Ylojarvi,-23--6--,23.583333333333332,61.55
FIYXP,Yxpila,Yxpila,123-----,23.033333333333335,63.833333333333336
FJDEN,Denarau,Denarau,1-3--6--,177.38333333333333,-17.766666666666666
FJELL,Ellington Wharf,Ellington Wharf,1-------,178.21666666666667,-17.35
FJLBS,Labasa,Labasa,1--4----,179.38333333333333,-16.416666666666668
FJLTK,Lautoka,Lautoka,123-----,177.45,-17.616666666666667
FJMAL,Malau (Labasa),Malau (Labasa),1-3-----,179.38333333333333,-16.366666666666667
FJMOM,Momi,Momi,123-----,177.28333333333333,-17.916666666666668
FJNAM,Nambouwalu,Nambouwalu,1-3-----,178.7,-16.983333333333334
FJSIN,Singatoka,Singatoka,1-3-----,177.51666666666668,-18.166666666666668
FJSUV,Suva,Suva,1--45---,178.45,-18.133333333333333
FJVAT,Vatia Wharf,Vatia Wharf,1-3-----,177.76666666666668,-17.4
FJVUD,Vuda,Vuda,1-------,177.5,-17.6
FJWAI,Wairiki,Wairiki,1-------,178.66666666666666,-16.916666666666668
FMEAU,Eauripik Atoll,Eauripik Atoll,1-------,143.06666666666666,6.7
FMGAF,Gaferut Atoll,Gaferut Atoll,1-------,145.38333333333333,9.233333333333333
FMIFA,Ifalik Atoll,Ifalik Atoll,1-------,144.45,7.233333333333333
FMLUK,Lukunor Atoll,Lukunor Atoll,1-------,153.76666666666668,5.516666666666667
FMNGA,Ngatik,Ngatik,1-------,157.26666666666668,5.8
FMPUL,Pulap Island,Pulap Island,1-------,149.41666666666666,7.583333333333333
FMPLW,Puluwat,Puluwat,1-------,149.18333333333334,7.35
FMSAT,Satawal,Satawal,1-------,147.03333333333333,7.35
FMSOR,Sorol Atoll,Sorol Atoll,1-------,140.38333333333333,8.133333333333333
FMWOL,Woleai Atoll,Woleai Atoll,1-------,143.86666666666667,7.35
FOEDI,Eidi,Eidi,1-------,-7.083333333333333,62.3
FOHYV,Hoyvik,Hoyvik,1-3-----,-6.75,62.03333333333333
FOKOL,Kollafjördur,Kollafjordur,1-3-----,-6.883333333333333,62.11666666666667
FONLS,Nólsoy,Nolsoy,1-3-----,-6.666666666666667,62.016666666666666
FONSK,Norÿskáli,Noryskali,1-------,-7.0,62.21666666666667
FORVK,Runavík,Runavik,1-3-----,-6.716666666666667,62.11666666666667
FOSJO,Sjovar havn,Sjovar havn,1-------,-6.75,62.1
FOSKA,Skáli,Skali,1-3-----,-6.766666666666667,62.15
FOSRV,Sorvágur,Sorvagur,1-------,-7.3,62.06666666666667
FOSTR,Strendur,Strendur,1-------,-6.75,62.11666666666667
FOSYN,Streymnes,Streymnes,1-3-----,-7.016666666666667,62.2
FOTHO,Thorshavn,Thorshavn,1-------,-6.766666666666667,62.016666666666666
FOTOF,Toftir,Toftir,1-------,-6.733333333333333,62.1
FOTOR,Tórshavn,Torshavn,1----6--,-65.0,62.166666666666664
FOTVO,Tvoroyri,Tvoroyri,1-------,-6.8,61.55
FOVAG,Vágur,Vagur,1-3-----,-6.816666666666666,61.46666666666667
FOVBR,Velbastadur,Velbastadur,-----6--,-6.85,61.983333333333334
FRABB,Abbeville,Abbeville,12-4----,1.8333333333333335,50.1
FRWAH,Abeilhan,Abeilhan,-----6--,3.3,43.45
FREBT,Abrest,Abrest,-----6--,3.4333333333333336,46.1
FRA86,Achery,Achery,1-3-----,3.3833333333333333,49.68333333333333
FRJGD,Achiet-le-Grand,Achiet-le-Grand,-----6--,2.783333333333333,50.13333333333333
FRYGY,Acigné,Acigne,-----6--,-1.5333333333333332,48.13333333333333
FRWLL,Adilly,Adilly,-----6--,-0.31666666666666665,46.68333333333333
FRWSN,Adissan,Adissan,-----6--,3.4333333333333336,43.53333333333333
FRWGL,Agel,Agel,-----6--,2.85,43.333333333333336
FRAGF,Agen,Agen,12-4----,0.6166666666666667,44.2
FRAH3,Aghione,Aghione,-----6--,9.4,42.1
FRWGX,Agneaux,Agneaux,-----6--,-1.1,49.11666666666667
FRAG2,Agnetz,Agnetz,-----6--,2.3833333333333333,49.38333333333333
FRZBH,Agris,Agris,-----6--,0.3333333333333333,45.78333333333333
FRAFF,Aiffres,Aiffres,-----6--,-0.4166666666666667,46.28333333333333
FRAG6,Aigne,Aigne,-----6--,2.8166666666666664,43.333333333333336
FRAG9,Aigremont,Aigremont,-----6--,4.116666666666666,43.96666666666667
FRAXZ,Aiguebelle,Aiguebelle,-----6--,6.3,45.53333333333333
FRAFE,Aiguefonde,Aiguefonde,-----6--,2.3333333333333335,43.483333333333334
FRAS2,Aigues-Vives,Aigues-Vives,-----6--,2.8166666666666664,43.333333333333336
FRZBG,Ailly-sur-Somme,Ailly-sur-Somme,-----6--,2.2,49.916666666666664
FRAWS,Aiserey,Aiserey,1-3-----,5.166666666666667,47.166666666666664
FRZSV,Aixe-sur-Vienne,Aixe-sur-Vienne,-----6--,1.1333333333333333,45.8
FRAJA,Ajaccio,Ajaccio,1--45---,8.733333333333333,41.93333333333333
FRZSA,Alaigne,Alaigne,-----6--,2.0833333333333335,43.1
FRZSC,Albé,Albe,-----6--,7.316666666666666,48.35
FRBBI,Albi,Albi,-----6--,2.15,43.93333333333333
FRZBF,Albine,Albine,-----6--,2.533333333333333,43.45
FRAZZ,Alièze,Alieze,--3--6--,5.583333333333333,46.583333333333336
FRA2S,Allinges,Allinges,-----6--,6.466666666666667,46.333333333333336
FRZZL,Aluze,Aluze,-----6--,4.683333333333334,46.85
FRYMC,Amancy,Amancy,-23--6--,6.333333333333333,46.06666666666667
FRAEU,Amayé-sur-Orne,Amaye-sur-Orne,-23--6--,-0.43333333333333335,49.083333333333336
FRVBZ,Ambazac,Ambazac,-----6--,1.4,45.95
FRAMS,Ambès,Ambes,1-3-----,-0.5333333333333333,45.0
FRFRL,Ambierle,Ambierle,-----6--,3.9,46.1
FRAXT,Ambillou-Château,Ambillou-Chateau,-----6--,-0.35,47.266666666666666
FRAAV,Amblainville,Amblainville,--3--6--,2.1166666666666667,49.2
FRAVV,Ambleville,Ambleville,-----6--,-0.21666666666666667,45.55
FRYMS,Ambly-sur-Meuse,Ambly-sur-Meuse,1-3-----,5.45,49.016666666666666
FRMBY,Ambonnay,Ambonnay,-----6--,4.166666666666667,49.06666666666667
FRAMI,Amiens,Amiens,12------,2.3,49.9
FRAMW,Ammerschwihr,Ammerschwihr,-----6--,7.283333333333333,48.11666666666667
FRAYF,Ancy-le-Franc,Ancy-le-Franc,--3--6--,4.166666666666667,47.766666666666666
FRZAU,Andancette,Andancette,-----6--,4.8,45.233333333333334
FRADB,Andernos-les-Bains,Andernos-les-Bains,1-3-----,-1.1,44.733333333333334
FRAT6,Andillac,Andillac,-----6--,1.9,44.0
FRAG3,Angé,Ange,-----6--,1.25,47.333333333333336
FRAHT,Angeac-Charente,Angeac-Charente,--3--6--,-0.06666666666666667,45.63333333333333
FRGL9,Anglade,Anglade,--3--6--,-0.6333333333333333,45.21666666666667
FRAQG,Angres,Angres,--3--6--,2.75,50.4
FRAVB,Annecy-le-Vieux,Annecy-le-Vieux,-----6--,6.15,45.916666666666664
FRAN7,Anneville-sur-Scie,Anneville-sur-Scie,--3--6--,1.0833333333333333,49.833333333333336
FRXAN,Anse,Anse,123-----,4.716666666666667,45.93333333333333
FRANT,Antibes,Antibes,1-3-----,7.116666666666666,43.583333333333336
FRAT5,Antisanti,Antisanti,--3--6--,9.35,42.166666666666664
FRAA9,Antugnac,Antugnac,--3--6--,2.2333333333333334,42.95
FRAAH,Apach,Apach,1-3-----,6.366666666666666,49.45
FRAP8,Apremont,Apremont,-----6--,5.95,45.5
FRAR3,Aragon,Aragon,--3--6--,2.3166666666666664,43.3
FRAAO,Aramon,Aramon,123-----,4.666666666666667,43.9
FRAS9,Arbanats,Arbanats,--3--6--,-0.4,44.666666666666664
FRAR9,Arbin,Arbin,-23--6--,6.066666666666666,45.5
FRAR2,Arboras,Arboras,-----6--,3.4833333333333334,43.7
FRARC,Arcachon,Arcachon,1234----,-1.1833333333333333,44.65
FR2AC,Arçay,Arcay,-----6--,2.35,46.95
FRAN2,Arcenant,Arcenant,-----6--,4.833333333333333,47.13333333333333
FRAE2,Arc-en-Barrois,Arc-en-Barrois,-----6--,5.0,47.93333333333333
FRARX,Arcins,Arcins,-----6--,-0.7166666666666667,45.06666666666667
FRACM,Arcomps,Arcomps,-----6--,2.4333333333333336,46.68333333333333
FRACY,Arcy-sur-Cure,Arcy-sur-Cure,-----6--,3.75,47.6
FRZBJ,Ardenay-sur-Mérize,Ardenay-sur-Merize,-----6--,0.4166666666666667,48.0
FRARD,Ardres,Ardres,1-3-----,1.9833333333333334,50.85
FRTWA,Arès,Ares,1-3--6--,-1.1333333333333333,44.766666666666666
FRAXY,Argancy,Argancy,123-----,6.2,49.2
FRAJR,Argeliers,Argeliers,1-3-----,2.9,43.3
FRALW,Argelliers,Argelliers,-----6--,3.6833333333333336,43.7
FRAM8,Argens-Minervois,Argens-Minervois,--3--6--,2.75,43.233333333333334
FRAQV,Arguves,Arguves,--3--6--,2.2333333333333334,49.916666666666664
FRARW,Arlay,Arlay,-----6--,5.533333333333333,46.766666666666666
FRABW,Arlebosc,Arlebosc,-----6--,4.65,45.03333333333333
FRRME,Armentières,Armentieres,123-----,2.8833333333333333,50.68333333333333
FRAAX,Armissan,Armissan,-----6--,3.0833333333333335,43.18333333333333
FRZLG,Arnouville,Arnouville,-----6--,2.4166666666666665,48.983333333333334
FRARR,Arras,Arras,12345---,2.783333333333333,50.28333333333333
FRASF,Arras-sur-Rhône,Arras-sur-Rhone,-----6--,4.8,45.13333333333333
FRTYI,Arreau,Arreau,-----6--,0.36666666666666664,42.9
FRATJ,Arrentières,Arrentieres,-----6--,4.733333333333333,48.25
FRR4B,Arromanches-les-Bains,Arromanches-les-Bains,-----6--,-0.6166666666666667,49.333333333333336
FRAIK,Arsac,Arsac,-----6--,-0.6833333333333333,45.0
FRASW,Arthez-d'Armagnac,Arthez-d'Armagnac,-----6--,-0.26666666666666666,43.9
FRAL4,Arville,Arville,--3--6--,2.55,48.18333333333333
FRAZR,Arzal,Arzal,-----6--,-2.3666666666666667,47.516666666666666
FRAA2,Asnelles,Asnelles,1-3-----,-0.5833333333333334,49.333333333333336
FRAQS,Asnières-sur-Seine,Asnieres-sur-Seine,1-3-----,2.283333333333333,48.916666666666664
FRAP4,Aspach-le-Bas,Aspach-le-Bas,-----6--,7.15,47.766666666666666
FRXPX,Aspères,Asperes,-----6--,4.05,43.8
FRQSQ,Asquins,Asquins,-----6--,3.75,47.46666666666667
FRZSS,Assas,Assas,-----6--,3.9,43.7
FRAT3,Athis,Athis,-----6--,4.133333333333334,49.016666666666666
FRA84,Aubais,Aubais,1----6--,0.15,43.75
FRAN5,Aubers,Aubers,-----6--,2.8333333333333335,50.6
FRAN3,Aubignan,Aubignan,-----6--,5.016666666666667,44.1
FRV85,Aubigny,Aubigny,-----6--,-1.45,46.6
FRQXI,Aubinges,Aubinges,-----6--,2.5833333333333335,47.21666666666667
FRAO2,Auchy-lez-Orchies,Auchy-lez-Orchies,-----6--,3.2,50.483333333333334
FRAUD,Audierne,Audierne,1-3-----,-4.566666666666666,48.016666666666666
FRAIQ,Audruicq,Audruicq,1-3-----,2.066666666666667,50.86666666666667
FRTLC,Audun-le-Tiche,Audun-le-Tiche,-----6--,5.95,49.46666666666667
FRZAS,Augny,Augny,-----6--,6.116666666666666,49.06666666666667
FRXAU,Aulnat,Aulnat,-----6--,3.1666666666666665,45.8
FRAYV,Aulnoy,Aulnoy,-----6--,3.533333333333333,50.333333333333336
FRAM2,Aumagne,Aumagne,-----6--,-0.4,45.86666666666667
FRYUH,Aumelas,Aumelas,-----6--,3.5833333333333335,43.6
FRAL8,Auménancourt,Aumenancourt,--3--6--,4.05,49.38333333333333
FRPUS,Aups,Aups,-----6--,6.233333333333333,43.61666666666667
FRZEG,Auray,Auray,-----6--,-2.9833333333333334,47.666666666666664
FRAU7,Auriol,Auriol,-----6--,5.633333333333333,43.38333333333333
FRPID,Aurions-Idernes,Aurions-Idernes,-----6--,-0.13333333333333333,43.53333333333333
FRAU3,Aurons,Aurons,-----6--,5.15,43.666666666666664
FRAV2,Auros,Auros,-----6--,-0.15,44.5
FRUAX,Auroux,Auroux,-----6--,3.7333333333333334,44.75
FRXAO,Aussonce,Aussonce,-----6--,4.316666666666666,49.35
FRJUY,Autheuil-Authouillet,Autheuil-Authouillet,-----6--,1.2666666666666666,49.083333333333336
FRAU2,Autichamp,Autichamp,-----6--,4.95,44.68333333333333
FRMXK,Autignac,Autignac,-----6--,3.1666666666666665,43.5
FRZBK,Autrêches,Autreches,-----6--,3.1166666666666667,49.45
FRAQY,Autrey,Autrey,--3--6--,6.133333333333334,48.53333333333333
FRAYJ,Autruy-sur-Juine,Autruy-sur-Juine,--3--6--,2.1,48.266666666666666
FRUV2,Auvers,Auvers,-----6--,-1.3166666666666667,49.3
FRAEO,Auvers-sur-Oise,Auvers-sur-Oise,123-----,2.183333333333333,49.06666666666667
FRUVA,Auvillar,Auvillar,-----6--,0.9,44.06666666666667
FRAUF,Auxerre,Auxerre,12------,3.5666666666666664,47.8
FRAD2,Auxey-Duresses,Auxey-Duresses,--3--6--,4.75,46.983333333333334
FRZKG,Auxonne,Auxonne,-----6--,5.383333333333334,47.2
FRAL9,Auzainvilliers,Auzainvilliers,-----6--,5.85,48.233333333333334
FRAZT,Auzeville-Tolosane,Auzeville-Tolosane,-----6--,1.4833333333333334,43.53333333333333
FRZON,Auzon,Auzon,-----6--,3.3666666666666667,45.38333333333333
FRSZW,Availles,Availles,--3--6--,0.48333333333333334,46.85
FRAL3,Availles-Limouzine,Availles-Limouzine,--3--6--,0.65,46.11666666666667
FRAV5,Avenay-Val-d'Or,Avenay-Val-d'Or,-23--6--,4.05,49.06666666666667
FRAJC,Avensac,Avensac,-----6--,0.9,43.833333333333336
FRXAV,Avessac,Avessac,-----6--,-1.9833333333333334,47.65
FRAVN,Avignon,Avignon,12-4----,4.8,43.95
FRYRV,Avirey-Lingey,Avirey-Lingey,--3--6--,4.3,48.03333333333333
FRAV3,Avize,Avize,-----6--,4.016666666666667,48.96666666666667
FROIN,Avoine,Avoine,-----6--,0.16666666666666666,47.2
FRAR6,Avrieux,Avrieux,--3--6--,6.716666666666667,45.21666666666667
FRAVP,Avrillé-les-Ponceaux,Avrille-les-Ponceaux,--3--6--,0.2833333333333333,47.4
FRAYW,Ay,Ay,123-----,4.0,49.05
FRAY2,Aydie,Aydie,-----6--,-1.0,43.56666666666667
FRAV4,Ayguemorte-les-Graves,Ayguemorte-les-Graves,-----6--,-0.48333333333333334,44.7
FRAH4,Ayherre,Ayherre,-----6--,-1.25,43.38333333333333
FRYE7,Ayse,Ayse,--3--6--,6.433333333333334,46.083333333333336
FRAYT,Aytré,Aytre,123-----,-1.1,46.13333333333333
FRXAZ,Azay-le-Rideau,Azay-le-Rideau,-----6--,3.333333333333333,47.266666666666666
FRAZ5,Azé,Aze,-----6--,4.766666666666667,46.43333333333333
FRMXP,Azillanet,Azillanet,-----6--,2.7333333333333334,43.31666666666667
FRZLE,Azille,Azille,1-------,2.6666666666666665,43.28333333333333
FRNOP,Baden,Baden,1-3-----,-2.9166666666666665,47.61666666666667
FRBHX,Badens,Badens,-----6--,2.5166666666666666,43.21666666666667
FRBJX,Bagard,Bagard,-----6--,4.066666666666666,44.083333333333336
FRBZG,Bages,Bages,-----6--,2.9,42.6
FRBQM,Bagneux,Bagneux,-----6--,2.3,48.8
FRBFZ,Bagneux-la-Fosse,Bagneux-la-Fosse,-----6--,4.283333333333333,47.983333333333334
FRHI6,Bagnoles,Bagnoles,-----6--,2.4333333333333336,43.266666666666666
FRQFI,Baillé,Baille,--3--6--,-1.3666666666666667,48.35
FRBJT,Bajonnette,Bajonnette,--3--6--,0.7833333333333333,43.8
FRBLF,Balaruc-les-Bains,Balaruc-les-Bains,1-3-----,3.6833333333333336,43.45
FRBB2,Balbronn,Balbronn,-----6--,7.433333333333334,48.583333333333336
FRBYG,Baleyssagues,Baleyssagues,-----6--,0.16666666666666666,44.68333333333333
FR2BS,Ballaison,Ballaison,-----6--,6.333333333333333,46.3
FRZBA,Ballée,Ballee,-----6--,-0.4166666666666667,47.93333333333333
FRBNF,Bannalec,Bannalec,-----6--,-3.7,47.93333333333333
FRNTZ,Bantouzelle,Bantouzelle,1-3-----,3.2,50.06666666666667
FRXXG,Barbaggio,Barbaggio,-----6--,9.366666666666667,42.68333333333333
FRJOT,Barbechat,Barbechat,-----6--,-1.2833333333333332,47.28333333333333
FRAZC,Barembach,Barembach,-----6--,7.233333333333333,48.483333333333334
FR2GX,Barfleur,Barfleur,-----6--,-1.2666666666666666,49.666666666666664
FRBKX,Barguelonne-en-Quercy,Barguelonne-en-Quercy,-----6--,1.2333333333333334,44.35
FRBJJ,Barjols,Barjols,-----6--,6.0,43.55
FRBLD,Bar-le-Duc,Bar-le-Duc,12------,5.166666666666667,48.78333333333333
FRZBR,Barleux,Barleux,-----6--,2.8833333333333333,49.88333333333333
FRBN7,Baron,Baron,-----6--,4.283333333333333,44.05
FRBNZ,Baron,Baron,-----6--,-0.31666666666666665,44.81666666666667
FR3EJ,Baroville,Baroville,-----6--,4.716666666666667,48.2
FRXBR,Barrou,Barrou,-----6--,0.7666666666666667,46.86666666666667
FRBMZ,Barzy-sur-Marne,Barzy-sur-Marne,-----6--,3.55,49.083333333333336
FRXCM,Baslieux-sous-Châtillon,Baslieux-sous-Chatillon,-----6--,3.8,49.11666666666667
FRBPC,Bassac,Bassac,-----6--,-0.1,45.666666666666664
FRBAS,Bassens,Bassens,12------,-0.5166666666666667,44.9
FRXF4,Bassoues,Bassoues,-----6--,0.25,43.583333333333336
FRBVF,Bassuet,Bassuet,-----6--,4.666666666666667,48.8
FRYRB,Bassussarry,Bassussarry,-----6--,-1.5,43.45
FRBIA,Bastia,Bastia,1-345---,9.45,42.7
FRBMX,Baud,Baud,-----6--,-3.0166666666666666,47.86666666666667
FRDGG,Baudignécourt,Baudignecourt,-23--6--,5.466666666666667,48.56666666666667
FRAGE,Baugé,Bauge,--3--6--,-0.1,47.55
FRBPX,Baulme-la-Roche,Baulme-la-Roche,-----6--,4.8,47.35
FRBQA,Bauvin,Bauvin,123-----,2.9,50.516666666666666
FRBAV,Bavilliers,Bavilliers,1-3-----,6.833333333333333,47.61666666666667
FRBYA,Bayas,Bayas,-----6--,-0.2,45.06666666666667
FRZP9,Baye,Baye,-----6--,-3.6,47.85
FRBAY,Bayonne,Bayonne,1234----,-1.4833333333333334,43.5
FRWBY,Bayon-sur-Gironde,Bayon-sur-Gironde,1-3--6--,-0.6,45.05
FRZBM,Bazeilles,Bazeilles,-----6--,4.983333333333333,49.666666666666664
FRXBZ,Bazemont,Bazemont,-----6--,1.8666666666666667,48.93333333333333
FRB47,Bazens,Bazens,-----6--,0.4166666666666667,44.266666666666666
FRBGX,Bazoches-les-Gallerandes,Bazoches-les-Gallerandes,-----6--,2.05,48.166666666666664
FRWBB,Bazoches-sur-le-Betz,Bazoches-sur-le-Betz,-----6--,2.9833333333333334,48.13333333333333
FRZBP,Bazoges-en-Paillers,Bazoges-en-Paillers,-----6--,-1.1333333333333333,46.9
FRZOQ,Bazoques,Bazoques,-----6--,0.48333333333333334,49.2
FRBCA,Beaucaire,Beaucaire,123-----,4.633333333333333,43.8
FRBMV,Beaucamps-le-Vieux,Beaucamps-le-Vieux,--3--6--,1.7666666666666666,49.833333333333336
FROZZ,Beaucé,Beauce,-----6--,-1.1666666666666667,48.333333333333336
FRACZ,Beaucouzé,Beaucouze,--3--6--,-0.6333333333333333,47.46666666666667
FRB34,Beaufort,Beaufort,--3--6--,2.7666666666666666,43.3
FRXE3,Beaufort-en-Santerre,Beaufort-en-Santerre,-----6--,2.6666666666666665,49.78333333333333
FRRG6,Beaulieu-sur-Layon,Beaulieu-sur-Layon,--3--6--,-0.5833333333333334,47.31666666666667
FRBA8,Beaumont,Beaumont,--3--6--,0.43333333333333335,46.733333333333334
FREEB,Beaumont-de-Lomagne,Beaumont-de-Lomagne,-----6--,0.9833333333333333,43.88333333333333
FRB6P,Beaumont-de-Pertuis,Beaumont-de-Pertuis,1----6--,5.7,43.733333333333334
FRBD5,Beaumont-du-Ventoux,Beaumont-du-Ventoux,-----6--,5.166666666666667,44.18333333333333
FRBV7,Beaumont-en-Véron,Beaumont-en-Veron,--3--6--,0.18333333333333332,47.2
FRBU3,Beaumont-la-Ronce,Beaumont-la-Ronce,--3--6--,0.6666666666666666,47.56666666666667
FRBXB,Beaumont-lès-Valence,Beaumont-les-Valence,-----6--,4.966666666666667,44.86666666666667
FRBU9,Beaumont-Monteux,Beaumont-Monteux,--3--6--,4.916666666666667,45.016666666666666
FRBJB,Beaumont-Pied-de-Buf,Beaumont-Pied-de-Buf,-----6--,-0.43333333333333335,47.9
FRBS9,Beaumont-sur-Lèze,Beaumont-sur-Leze,--3--6--,1.3666666666666667,43.38333333333333
FRBMT,Beaumont-sur-Oise,Beaumont-sur-Oise,123-----,2.3,49.13333333333333
FR5BY,Beaunay,Beaunay,-----6--,3.8833333333333333,48.88333333333333
FRXBS,Beauvoir-sur-Mer,Beauvoir-sur-Mer,-----6--,-2.05,46.916666666666664
FRRRV,Beauvois-en-Cambrésis,Beauvois-en-Cambresis,-----6--,3.3666666666666667,50.13333333333333
FRBVK,Beauvoisin,Beauvoisin,-----6--,4.316666666666666,43.71666666666667
FRBA9,Beauzac,Beauzac,--3--6--,4.1,45.25
FRDBB,Bédarrides,Bedarrides,-----6--,4.9,44.03333333333333
FREDZ,Bédoin,Bedoin,-----6--,5.166666666666667,44.11666666666667
FRBQD,Béduer,Beduer,--3--6--,1.9666666666666668,44.583333333333336
